TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"2"" Cupcake Toppers - Digital Collage Sheet Layered Template - (T048)","Make your own collage sheets with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for 2 inch circles. Each circle and frame a little bit bigger than 2 inch size - for perfect trimming - no more white lines!
300dpi resolution
Sheet size 8.5""x11""
Fits to Avery 2"" labels

YOU WILL RECEIVE
Collage Sheet Template .psd
Collage Sheet Template .tif
Collage Sheet Template .png

All files will be in a folder in .zip format
(please contact me if you haven't program to open zip folders)

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,5,"photoshop,gimp,digital,template,layered,png,psd,party_favor,tag,cupcake_topper,avery,2_inch,MICROSOFT_WORD",,https://i.etsystatic.com/6852489/r/il/c3cc5c/328823375/il_fullxfull.328823375.jpg,,,,,,,,,,,,,,,,
"Treat Bag Toppers - Digital Collage Sheet Layered Template - (T001)","Make your own collage sheets with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Treat Bag Toppers 4"" x 3.5"" (when folded in half 4"" x 1.75"")
300dpi resolution
Sheet size 8.5""x11""

YOU WILL RECEIVE
Collage Sheet Template .psd
Collage Sheet Template .tif
Collage Sheet Template .png

All files will be in a folder in .zip format
(please contact me if you haven't program to open zip folders)

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,7,"photoshop,gimp,digital,template,layered,do_it_yourself,png,psd,party_favor,treat_bag_topper,photo,birthday,MICROSOFT_WORD",,https://i.etsystatic.com/6852489/r/il/bfac76/328501440/il_fullxfull.328501440.jpg,,,,,,,,,,,,,,,,
"Foldable cards 4""x4"" - Vertical and Horizontal - Digital Layered Template - (T115)","Make your own collage with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Foldable cards - size 4""x4"" vertical and horizontal
300dpi resolution
Sheet size
- L - 8.5"" x 11""
- HL - 5.5"" x 8.5""

YOU WILL RECEIVE FILES IN FOLLOWING FORMATS
- PSD (classical for Photoshop, Gimp, Photopea, etc)
- TIF (optimized layered format)
- PNG (can be used in MS WORD)
- AI (vector for cutting machines)

All files will be in a folder in .zip format
(please contact me if you haven't program to open zip folders)

YOU DON'T NEED ONLY PHOTOSHOP
Files are in four variants - png, psd, ai and tif
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif
https://fileinfo.com/extension/ai

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,5,"photoshop,gimp,digital,template,png,psd,birthday,party,MICROSOFT_WORD,foldable_card,greeting_card,postcard,card_template",,https://i.etsystatic.com/6852489/r/il/e2fbca/2313419611/il_fullxfull.2313419611_naqc.jpg,https://i.etsystatic.com/6852489/r/il/3bacec/2265819994/il_fullxfull.2265819994_r0p7.jpg,https://i.etsystatic.com/6852489/r/il/49879c/2313419649/il_fullxfull.2313419649_ti0h.jpg,,,,,,,,,,,,,,
"Bingo Game 5x5 - Digital Collage Layered Template - (T092)","Make your own collage with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for 5x5 squares Bingo Game
300dpi resolution
Sheet size 5""x7""

If you need 4x4 Bingo Game template please see this link
https://www.etsy.com/listing/260076020

YOU WILL RECEIVE
Collage Template .psd (layers with clipping masks)
Collage Template .tif
Collage Template .png
Excel file with 50 different cards (numbers)

All files will be in a folder in .zip format
(please contact me if you haven't program to open zip folders)

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Please see the policies in the tab above

Thank you!",2,USD,9,"photoshop,digital,template,layered,collage,png,psd,birthday,party,MICROSOFT_WORD,bingo,game",,https://i.etsystatic.com/6852489/r/il/9493c1/886346054/il_fullxfull.886346054_m2mz.jpg,,,,,,,,,,,,,,,,
"Slimline card 8.5""x3.5"" - Digital Layered Template - (T118)","Make your own collage with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Slimline card, size is 8.5""x3.5"". The card is designed to fit into a regular #10 business sized envelope
300dpi resolution
Sheet size L (8.5""x11"") and A4 (210mm x 297mm)

YOU WILL RECEIVE
Collage Template .psd
Collage Template .tif
Collage Template .png

All files will be in a folder in .zip format
(please contact me if you haven't program to open zip folders)

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,9,"digital,template,png,psd,birthday,party,MICROSOFT_WORD,foldable_card,greeting_card,postcard,card_template,slimline_card,birthday_card",,https://i.etsystatic.com/6852489/r/il/366c05/2491873738/il_fullxfull.2491873738_28zp.jpg,,,,,,,,,,,,,,,,
"Baby Onesie Tags - Digital Collage Layered Template - (T081)","Make your own collage sheets with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Baby Onesie Tags 2.3"" x 2.5""
300dpi resolution
Sheet size 8.5""x11""

YOU WILL RECEIVE
Collage Sheet Template .psd
Collage Sheet Template .tif
Collage Sheet Template .png
All files will be in a folder in .zip format
(please contact me if you haven't program to open zip folders)

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,3,"photoshop,digital,template,layered,collage,png,psd,label,tag,thank_you,ATC,baby_onesie,MICROSOFT_WORD",,https://i.etsystatic.com/6852489/r/il/07da3f/467387224/il_fullxfull.467387224_mbht.jpg,,,,,,,,,,,,,,,,
"Fairy Lights Digital Clipart - String Lights - 36 files - Scrapbooking Elements - Instant Download (T111)","These elements will come in handy in any creative project like scrapbooking, invitations, announcements, and party favors, stationary, paper crafts and art. Ready for immediate digital and print use!

Fairy Lights Digital Clipart - String Lights Pack contains 36 elements (6 designs, 6 string variants). Combine different string lights to create your own design!

Files are in 300dpi PNG format. Works with graphics programs such as Photoshop, Photoshop Elements, GIMP. etc.
All files will be in a folder in .zip format

~LICENSE~
You may use this template to create collage sheets for sale for Commercial or Personal Use
You can not sell or share this files as they are or as clipart.

~INSTANT DOWNLOAD~
After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",3,USD,7,"photoshop,digital,do_it_yourself,birthday,Digital_Scrapbook,clipart,Fairy_Lights_Clipart,String_Light_Clipart,party_lights_clipart,boho_clipart,wedding_clipart,photo_decor,christmas_lights",,https://i.etsystatic.com/6852489/r/il/7c08a5/1524086363/il_fullxfull.1524086363_jy94.jpg,https://i.etsystatic.com/6852489/r/il/d2d3b0/1476585214/il_fullxfull.1476585214_351m.jpg,https://i.etsystatic.com/6852489/r/il/ed8f91/1476585296/il_fullxfull.1476585296_frpy.jpg,,,,,,,,,,,,,,
"2021 Printable calendar 5""x7"", Monthly calendar digital download, Desk calendar, Flower calendar, Monthly planner inserts, Floral calendar","2021 Printable calendar 5""x7"", Monthly calendar digital download, Desk calendar, Flower calendar, Monthly planner inserts, Floral calendar

--------------
FILE SIZES
--------------
5"" x 7""
Letter - 8.5"" x 11"" (5""x7"" with cut lines)

---------------
YOU WILL RECEIVE
---------------
in JPG format (300 dpi):
- 5""x7"" calendar - Sunday start
- 5""x7"" calendar - Monday start
- 5""x7"" calendar pages set on 8.5""x11"" sheet with cut lines - Sunday start
- 5""x7"" calendar pages set on 8.5""x11"" sheet with cut lines - Monday start
All files are in the ZIP folder

-------------------
PLEASE NOTE
-------------------
- You are purchasing a digital item; no physical goods will be delivered.
- Due to instant delivery all sales are final.
- These prints are for PERSONAL USE only; reselling or distribution is not permitted.

After purchasing the file, you will get a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",6.5,USD,7,"Desk_calendar,2021_calendar,printable_calendar,2021_gift_calendar,2021_planner_inserts,2021_planner,monthly_calendar,mini_calendar,botanical_calendar,digital_calendar,planner_printables,flower_calendar,floral_calendar",,https://i.etsystatic.com/6852489/r/il/0e929c/2721049585/il_fullxfull.2721049585_c02c.jpg,https://i.etsystatic.com/6852489/r/il/d24139/2721049767/il_fullxfull.2721049767_cw2q.jpg,https://i.etsystatic.com/6852489/r/il/3dd533/2721049881/il_fullxfull.2721049881_ia8a.jpg,https://i.etsystatic.com/6852489/r/il/325e7d/2721049935/il_fullxfull.2721049935_4kwl.jpg,https://i.etsystatic.com/6852489/r/il/234639/2673367930/il_fullxfull.2673367930_ql5y.jpg,https://i.etsystatic.com/6852489/r/il/c1b9b7/2673368342/il_fullxfull.2673368342_gu2w.jpg,,,,,,,,,,,
"Plants vs Zombies Regular Candy Bar Wrappers Printable - A4 and Letter","digital collage sheet

Regular Candy Bar Wrappers - size 5,5""x5.25""
Will fit 1.55oz Hersey's Milk Chocolate or product of very similar size
300dpi resolution
Sheet size 8.5""x11"" and A4

FILES ARE AVAILABLE RIGHT AFTER PAYMENT

YOU WILL GET 
- 1 PDF file with 8 zombie' and 8 plants' wrappers without text - A4
- 1 PDF file with 8 zombie' and 8 plants' wrappers without text - Letter (8.5x11"")
- 1 PDF file with 8 zombie' and 8 plants' wrappers with ""HAPPY BIRTHDAY"" - A4
- 1 PDF file with 8 zombie' and 8 plants' wrappers with ""HAPPY BIRTHDAY"" - Letter (8.5x11"")

If you want it fully personalized please convo me

PLEASE NOTE 
- This listing is for a digital file only and NOT for the actual printed products - YOU NEED TO PRINT IT YOURSELF
- Due to different monitor calibrations and printer setups, output colors may vary.
- Refunds cannot be provided after delivery of digital image due to the nature of the product.

COPYRIGHT NOTICE
All copyrights and trademarks of the character images used belong to their respective owners and are NOT being sold. This listing is for the time and effort used to create and personalize your item, I do not claim ownership over the characters used in my designs. 

Please DO NOT share this file with others or sell as is or as part of a digital collage sheet.

Thank you",3,USD,8,"Plants_vs_Zombies,Zombie,plants,pvz,party_favor,Hersey,Candy_Wrappers,Zombie_party,regular_candy_bar,chocolate_wrapper",,https://i.etsystatic.com/6852489/r/il/51dbc1/1281315598/il_fullxfull.1281315598_q7o4.jpg,https://i.etsystatic.com/6852489/r/il/6aa004/1281317708/il_fullxfull.1281317708_cjsh.jpg,https://i.etsystatic.com/6852489/r/il/53d7c2/1281317808/il_fullxfull.1281317808_cl46.jpg,https://i.etsystatic.com/6852489/r/il/baded8/1281317910/il_fullxfull.1281317910_eq1p.jpg,https://i.etsystatic.com/6852489/r/il/c3655e/1328560173/il_fullxfull.1328560173_a31h.jpg,,,,,,,,,,,,
"Plants vs Zombies Bottle Labels Printable","digital collage sheet
300 dpi high quality
Sheet size - 8.5""x11""
Bottle label size - 8.5 x 2"" and 8.5 x 2.5""

FILES ARE AVAILABLE RIGHT AFTER PAYMENT

YOU WILL GET 
- 4 pages of zombie wrappers
- 4 pages of plants wrappers
All files are in the zip folder

Please contact me if you need personalization

PLEASE NOTE 
- This listing is for a digital file only and NOT for the actual printed products - YOU NEED TO PRINT IT YOURSELF
- Due to different monitor calibrations and printer setups, output colors may vary.
- Refunds cannot be provided after delivery of digital image due to the nature of the product.

COPYRIGHT NOTICE
All copyrights and trademarks of the character images used belong to their respective owners and are NOT being sold. This listing is for the time and effort used to create and personalize your item, I do not claim ownership over the characters used in my designs. 

Please DO NOT share this file with others or sell as is or as part of a digital collage sheet.

Thank you",3,USD,9,"Plants_vs_Zombies,Zombie,plants,pvz,party_favor,Zombie_party,party_supplies,water_bottle_labels,zombie_bottle_label,printable_wrapper,plants_bottle_label,pvz_party",,https://i.etsystatic.com/6852489/r/il/b32ab3/1586388414/il_fullxfull.1586388414_sueo.jpg,https://i.etsystatic.com/6852489/r/il/08a1da/1586388526/il_fullxfull.1586388526_cknf.jpg,https://i.etsystatic.com/6852489/r/il/235b74/1633824803/il_fullxfull.1633824803_t7cr.jpg,https://i.etsystatic.com/6852489/r/il/964ff6/1633824939/il_fullxfull.1633824939_hivh.jpg,https://i.etsystatic.com/6852489/r/il/bde552/2084312365/il_fullxfull.2084312365_3lv8.jpg,https://i.etsystatic.com/6852489/r/il/90b818/2036700742/il_fullxfull.2036700742_kbjm.jpg,,,,,,,,,,,
"Water Bottle Labels - Digital Collage Sheet Layered Template - (T008)","Make your own collage sheets with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Bottle Labels - 2.5x8"" and 2x8""
300dpi resolution
Sheet size 8.5""x11""

YOU WILL RECEIVE
Collage Sheet Template .psd
Collage Sheet Template .tif
Collage Sheet Template .png

All files will be in a folder in .zip format
(please contact me if you haven't program to open zip folders)

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,8,"photoshop,gimp,digital,template,layered,do_it_yourself,png,psd,birthday,party,water_bottle,label,MICROSOFT_WORD",,https://i.etsystatic.com/6852489/r/il/d6cf2a/1198093376/il_fullxfull.1198093376_agfj.jpg,https://i.etsystatic.com/6852489/r/il/35d35c/1245317037/il_fullxfull.1245317037_1dyt.jpg,,,,,,,,,,,,,,,
"2021 (and 2020) Calendar templates 4""x6"" - 12 fonts - Monday and Sunday Start - personal or commercial use","Printable 2021 and 2020 Monthly Calendar
PNG and JPG files
Monday and Sunday Start

It measures 4"" x 6""
300 dpi high quality

You will get
- 12 sets of month pages (12 different fonts) for 2020 and 2021
- 2 sets of covers (12 different fonts) for 2020 and 2021
Fonts list is included - all fonts are free for commercial use

You do not need a license for your commercial use

All files will be in a folder in .zip format

.PNG and .JPG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG and .JPG files

You may use this template to create collages for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",5,USD,7,"printable,calendar,present,gift,wedding,photo,template,4x6_calendar,photographer,word,2020_calendar,desk_calendar,2021_calendar",,https://i.etsystatic.com/6852489/r/il/acf105/1968414517/il_fullxfull.1968414517_lqc1.jpg,https://i.etsystatic.com/6852489/r/il/d2b8aa/1664805238/il_fullxfull.1664805238_qyh1.jpg,https://i.etsystatic.com/6852489/r/il/f725ba/1664805350/il_fullxfull.1664805350_cl83.jpg,https://i.etsystatic.com/6852489/r/il/12d63c/1664805450/il_fullxfull.1664805450_839e.jpg,,,,,,,,,,,,,
"2021 (and 2020) CD Case Calendar templates PNG and JPG (C15) - 3 fonts - personal or commercial use","Printable 2021 nad 2020 Monthly Calendar
Monday and Sunday Start

PNG files - TRANSPARENT BACKGROUND - resize and add to any background you want
JPG files - add image above

300 dpi high quality
Size - 12 x 14 cm

You will get
- 3 sets of month pages (3 different fonts)
- covers - 2 types
- fonts list is included

You do not need a license for your commercial use

All files will be in a folder in .zip format

FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG/.JPG files

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

PLEASE NOTE 
- This listing is for a digital file only and NOT for the actual printed products - YOU NEED TO PRINT IT YOURSELF
- Refunds cannot be provided after delivery of digital image due to the nature of the product.

Thank you!",5,USD,3,"photoshop,present,wedding,cd_case_calendar,2021,2021_calendar,2021_desk_calendar,2021_photo_calendar,2021_DIY_calendar,printable_calendar,new_year_gift,2021_cdcase_calendar,wedding_2021",,https://i.etsystatic.com/6852489/r/il/d8bd75/2327270457/il_fullxfull.2327270457_kcu7.jpg,https://i.etsystatic.com/6852489/r/il/802f99/2279670360/il_fullxfull.2279670360_gtrw.jpg,https://i.etsystatic.com/6852489/r/il/80374b/2279670414/il_fullxfull.2279670414_2c9p.jpg,https://i.etsystatic.com/6852489/r/il/2631e9/2327273617/il_fullxfull.2327273617_b96b.jpg,https://i.etsystatic.com/6852489/r/il/d3c817/2327273487/il_fullxfull.2327273487_31c9.jpg,https://i.etsystatic.com/6852489/r/il/54edfd/2279670300/il_fullxfull.2279670300_j05d.jpg,https://i.etsystatic.com/6852489/r/il/7a471f/2327273531/il_fullxfull.2327273531_9mn8.jpg,,,,,,,,,,
"Printable Christmas Tree Card, Printable Holiday Card, Watercolor Christmas Card, NewYear Printable Card, Digital Card 4x6"" and 5x7""","Card is Blank inside for you to write your own message
-------------------
300dpi resolution
-------------------
Card size when folded:
- 4""x6"" for A4 envelope
- 5""x7"" for A7 envelope
-------------------
YOU WILL RECEIVE
- 4""x6"" card on A4
- 4""x6"" card on L(8.5""x11"")
- 5""x7"" card on A4
- 5""x7"" card on L(8.5""x11"")
Files are in JPG format
-------------------
PLEASE NOTE
-------------------
- You are purchasing a digital item; no physical goods will be delivered.
- Due to instant delivery all sales are final.
- These prints are for PERSONAL USE only; reselling or distribution is not permitted.
-------------------
After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!



Printable Christmas Tree Card, Printable Holiday Card, Watercolor Christmas Card, NewYear Printable Card, Digital Card 4x6"" and 5x7""",3.5,USD,9,"postcard,post_card,christmas_card,printable_card,Watercolor_Christmas,watercolor_card,new_year_card,merry_christmas,holiday_card,greeting_card,christmas_gift,happy_new_year,christmas_tree_card",,https://i.etsystatic.com/6852489/r/il/bead4d/2709247816/il_fullxfull.2709247816_193c.jpg,https://i.etsystatic.com/6852489/r/il/9431c6/2709247874/il_fullxfull.2709247874_j0sz.jpg,,,,,,,,,,,,,,,
"2021 (and 2020) Monthly PSD Calendar template 4""x6"" (C16) - personal or commercial use","Printable 2021 Monthly calendar
Fully editable PSD layered files

It measures 4"" x 6""
300 dpi high quality

YOU WILL RECEIVE
- 24 monthly PSD layered files (for Sunday and Monday start)
- 1 PSD layered file - covers
+ the set for the year 2020
! This is editable template, the font used is most common Times New Roman

You can check these links to find program you may have
www.fileinfo.com/extension/psd

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",5,USD,9,"printable,calendar,gift,photo,Photographer,wall_calendar,editable_calendar,DIY_calendar,2021_calendar,psd_calendar,2021_template,wedding_calendar,2021_photo_calendar",,https://i.etsystatic.com/6852489/r/il/0daa69/2371630417/il_fullxfull.2371630417_as56.jpg,https://i.etsystatic.com/6852489/r/il/b2da13/2324043372/il_fullxfull.2324043372_pm6x.jpg,,,,,,,,,,,,,,,
"Mini Milk Carton - Digital Collage Layered Template - (T104)","Make your own collage with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Mini Milk Carton - sized 2.4x2.4x3.5""
300dpi resolution
Sheet size 8.5""x11""

YOU WILL RECEIVE
     Milk Carton Template in the following formats:
          - PSD
          - PNG
          - TIF
   All files will be in a folder in .zip format

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,9,"photoshop,gimp,digital,template,do_it_yourself,png,psd,party_favor,photo,birthday,MICROSOFT_WORD,milk_carton,gift",,https://i.etsystatic.com/6852489/r/il/fbc063/1194267669/il_fullxfull.1194267669_7gxy.jpg,,,,,,,,,,,,,,,,
