TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Fries Box - Digital Collage Layered Template - (T009)","Make your own collage with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Fry Boxes of two different sizes
300dpi resolution
Sheet size 8.5""x11""

YOU WILL RECEIVE
- Collage Template .psd
- Collage Template .tif
- Collage Template .png

All files will be in a folder in .zip format
(please contact me if you haven't program to open zip folders)

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,10,"photoshop,digital,template,layered,collage,png,psd,do_it_yourself,party,favor,birthday,fries_box,MICROSOFT_WORD",,https://i.etsystatic.com/6852489/r/il/35ed1f/328704798/il_fullxfull.328704798.jpg,,,,,,,,,,,,,,,,
"Any Year Perpetual Calendar - Printable Planner Pages - 5 sizes - Date Organizer - Monthly Planner - Birthdays and Anniversaries","Any year Perpetual Calendar is a great addition for your planner! Write down your monthly tasks, family and friends birthdays, or any important dates and notes. Purchase once and use as many times as you wish!

PDF files
300 dpi high quality

YOU WILL GET
13 monthly pages (February 28 and 29) and 3 covers
in PDF formats
for following sizes
 L  Letter ( 8.5"" x 11"" )
 HL  Half Letter ( 5.5"" x 8.5"" )
 A4  210 mm x 297 mm ( 8.27""  11.69"" )
 A5  148 mm x 210 mm ( 5.8"" x 8.3"" )
 SN  Seven Nine ( 7"" x 9"" )

HOW TO DOWNLOAD
After purchasing the file, you will see a link to the Downloads page. Downloads are available once your payment is confirmed.
 Files in .PDF format - as the size is very big, it's available to download from the file hosting. Save and open the DOWNLOAD_LINKS.PDF file from your etsy order, than click the links to download the printables

SIZE INFO
 L  Letter  fits  Franklin Covey Monarch planners  Arc Large discbound notebooks   Levenger Circa discbound notebooks  TUL Note-Taking system notebooks  Mambi Happy Planners Big  Franklin Covey Monarch planners  Folio Size Daytimer
 HL  Half Letter  fits  Filofax A5  Kikki.K Large  Arc Junior discbound notebooks  Desk Size Daytimer  Franklin Covey Classic planners  Midori travelers notebook Regular Gillio organizer A5
 A4  fits  Filofax A4  Arc Large discbound notebooks  A4 3-hole binders
 A5  fits  Filofax A5  Kikki.K Large  Arc Junior discbound notebooks  Desk Size Daytimer  Franklin Covey Classic planners  Midori travelers notebook Regular Gillio organizer A5  Carpe Diem Simple Stories  Van der Spek planners
 SN  Seven Nine  fits  Mambi happy planners Classic  Erin Condren planners  Emily Ley Simplified planners

PLEASE NOTE
 All designs are for PERSONAL/NON-COMMERCIAL use only. You can print as many copies as you wish for your personal use, but you may not share, sell, alter or replicate these files
 Colors may vary between screen display and printing
 This is a DIGITAL product. Printing services not offered
 Due to the nature of DIGITAL products all orders are final

Thank you!

2018 Eudane Studio | www.eudanestudio.com

Birthday Calendar / Perpetual Calendar / Gratitude Journal / Perpetual Planner / Monthly Planner / Printable Planner / Date Keeper / Date Organizer / Planner Pages / Calendar / Birthday Dates / Anniversary / Important dates keeper",4,USD,10,"Birthday_Calendar,Perpetual_Calendar,Gratitude_Journal,Perpetual_Planner,Monthly_Planner,Printable_Planner,Date_Keeper,Date_Organizer,any_year_calendar,planner_inserts,happy_planner,erin_condren_planner,filofax_planner",,https://i.etsystatic.com/6852489/r/il/6529d9/1731869064/il_fullxfull.1731869064_qkme.jpg,https://i.etsystatic.com/6852489/r/il/9c0072/1761867147/il_fullxfull.1761867147_7b1c.jpg,https://i.etsystatic.com/6852489/r/il/d7ed98/1764069671/il_fullxfull.1764069671_pn1k.jpg,https://i.etsystatic.com/6852489/r/il/506282/1764069571/il_fullxfull.1764069571_qt6d.jpg,https://i.etsystatic.com/6852489/r/il/933597/1716502640/il_fullxfull.1716502640_9bcc.jpg,https://i.etsystatic.com/6852489/r/il/673c40/1716502310/il_fullxfull.1716502310_owqi.jpg,https://i.etsystatic.com/6852489/r/il/9b7aa5/1716502476/il_fullxfull.1716502476_njbv.jpg,https://i.etsystatic.com/6852489/r/il/1d5c6c/1764156779/il_fullxfull.1764156779_87up.jpg,,,,,,,,,
"Any Year Level 10 Success and 100 Goals - Printable Planner Pages - 5 sizes - Monthly Planner - Miracle Morning - Goal Planner","Set, track and review your goals with Any Year Level 10 Success and 100 Goals Printable Planner Inserts.  Purchase once and use as many times as you wish!

PDF files
300 dpi high quality

Blank and prefilled life areas
Two chart types

YOU WILL GET
 100 goals pages
 100 goals year review page
 Level 10 chart and pages to review your life levels and set goals
 Goal Action plan page
 Monthly tracking pages
 Level 10 year review page
 3 covers
in PDF formats
for following sizes
 L  Letter ( 8.5"" x 11"" )
 HL  Half Letter ( 5.5"" x 8.5"" )
 A4  210 mm x 297 mm ( 8.27""  11.69"" )
 A5  148 mm x 210 mm ( 5.8"" x 8.3"" )
 SN  Seven Nine ( 7"" x 9"" )

HOW TO DOWNLOAD
After purchasing the file, you will see a link to the Downloads page. Downloads are available once your payment is confirmed.
 Files in .PDF format - as the size is very big, it's available to download from the file hosting. Save and open the DOWNLOAD_LINKS.PDF file from your etsy order, than click the links to download the printables

SIZE INFO
 L  Letter  fits  Franklin Covey Monarch planners  Arc Large discbound notebooks   Levenger Circa discbound notebooks  TUL Note-Taking system notebooks  Mambi Happy Planners Big  Franklin Covey Monarch planners  Folio Size Daytimer
 HL  Half Letter  fits  Filofax A5  Kikki.K Large  Arc Junior discbound notebooks  Desk Size Daytimer  Franklin Covey Classic planners  Midori travelers notebook Regular Gillio organizer A5
 A4  fits  Filofax A4  Arc Large discbound notebooks  A4 3-hole binders
 A5  fits  Filofax A5  Kikki.K Large  Arc Junior discbound notebooks  Desk Size Daytimer  Franklin Covey Classic planners  Midori travelers notebook Regular Gillio organizer A5  Carpe Diem Simple Stories  Van der Spek planners
 SN  Seven Nine  fits  Mambi happy planners Classic  Erin Condren planners  Emily Ley Simplified planners

PLEASE NOTE
 All designs are for PERSONAL/NON-COMMERCIAL use only. You can print as many copies as you wish for your personal use, but you may not share, sell, alter or replicate these files
 Colors may vary between screen display and printing
 This is a DIGITAL product. Printing services not offered
 Due to the nature of DIGITAL products all orders are final

Thank you!

2018 Eudane Studio | www.eudanestudio.com

Printable Planner / Planner inserts / Happy planner / Erin Condren planner / Filofax planner / 100 goals / Level 10 / Level 10 planner / Monthly Goal planner / Goal Action plan / Year review / Miracle Morning / Goal planner",5,USD,1,"Printable_Planner,planner_inserts,happy_planner,erin_condren_planner,filofax_planner,100_goals,level_10,level_10_planner,monthly_goal_planner,goal_action_plan,year_review,miracle_morning,goal_planner",,https://i.etsystatic.com/6852489/r/il/df0f88/1731872154/il_fullxfull.1731872154_70iz.jpg,https://i.etsystatic.com/6852489/r/il/f6f77d/1779330657/il_fullxfull.1779330657_4xzu.jpg,https://i.etsystatic.com/6852489/r/il/7a0d89/1731872710/il_fullxfull.1731872710_ln10.jpg,https://i.etsystatic.com/6852489/r/il/c35387/1731872858/il_fullxfull.1731872858_nf4q.jpg,https://i.etsystatic.com/6852489/r/il/9f5fc4/1779330569/il_fullxfull.1779330569_ot0s.jpg,https://i.etsystatic.com/6852489/r/il/76b25a/1731872406/il_fullxfull.1731872406_75wd.jpg,https://i.etsystatic.com/6852489/r/il/718080/1731872958/il_fullxfull.1731872958_c0l0.jpg,https://i.etsystatic.com/6852489/r/il/7d7eb3/1731873026/il_fullxfull.1731873026_fzh5.jpg,https://i.etsystatic.com/6852489/r/il/c24663/1731872342/il_fullxfull.1731872342_mjkd.jpg,https://i.etsystatic.com/6852489/r/il/1d5c6c/1764156779/il_fullxfull.1764156779_87up.jpg,,,,,,,
"2021 (and 2020) Monthly PSD Calendar template 5""x7"" - Vertical - Fully editable (C07) - personal or commercial use","Printable 2021 Monthly calendar, Personalized calendar, Desk calendar template, 5x7 Photo pocket calendar
Fully editable PSD layered files
Sunday and Monday Start

It measures 5"" x 7""
Vertical orientation
300 dpi high quality
Two month options - letters (JUN) and numbers (06)

YOU WILL RECEIVE (both for 2021 and 2020)
- 12 monthly PSD layered files for Sunday and Monday Start 
- 3 PSD layered file - covers
! This is editable template, the font used is the most common Times New Roman

You can check these links to find program you may have
www.fileinfo.com/extension/psd

You may use this template to create collages for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",5,USD,5,"calendar,template,Photographer,editable_calendar,DIY_calendar,Personalized,photo_calendar,2021_calendar,wedding_calendar,printable_calendar,2021_wall_calendar,2021_psd_calendar,2021_desk_calendar",,https://i.etsystatic.com/6852489/r/il/d18f26/2335332046/il_fullxfull.2335332046_tq2g.jpg,https://i.etsystatic.com/6852489/r/il/db298b/2382928199/il_fullxfull.2382928199_dtmn.jpg,https://i.etsystatic.com/6852489/r/il/c65255/2382928229/il_fullxfull.2382928229_lud2.jpg,https://i.etsystatic.com/6852489/r/il/f5b684/2382932049/il_fullxfull.2382932049_qd30.jpg,https://i.etsystatic.com/6852489/r/il/05b1f5/2382932073/il_fullxfull.2382932073_8f90.jpg,https://i.etsystatic.com/6852489/r/il/5b3d2d/2382932093/il_fullxfull.2382932093_hzij.jpg,,,,,,,,,,,
"Closet Rod Dividers - Digital Collage Sheet Layered Template - (T077)","Make your own collage sheets with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Closet Rod Dividers (1.65"" inner diameter, 3.27"" outer diameter).
300dpi resolution
Sheet size 8.5""x11""

YOU WILL RECEIVE
Collage Sheet Template .psd
Collage Sheet Template .tif
Collage Sheet Template .png
All files will be in a folder in .zip format

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,7,"photoshop,digital,template,layered,collage,png,psd,Closet,clothing,MICROSOFT_WORD,closet_organization,divider,closet_rod_divider",,https://i.etsystatic.com/6852489/r/il/d73cf9/467383368/il_fullxfull.467383368_r63r.jpg,,,,,,,,,,,,,,,,
"Printable Christmas Card, Printable Holiday Card, Watercolor Christmas Card, NewYear Printable Card, Digital Card 4x6"" and 5x7""","Card is Blank inside for you to write your own message
-------------------
300dpi resolution
-------------------
Card size when folded:
- 4""x6"" for A4 envelope
- 5""x7"" for A7 envelope
-------------------
YOU WILL RECEIVE
- 4""x6"" card on A4
- 4""x6"" card on L(8.5""x11"")
- 5""x7"" card on A4
- 5""x7"" card on L(8.5""x11"")
Files are in JPG format
-------------------
PLEASE NOTE
-------------------
- You are purchasing a digital item; no physical goods will be delivered.
- Due to instant delivery all sales are final.
- These prints are for PERSONAL USE only; reselling or distribution is not permitted.
-------------------
After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!


Printable Christmas Card, Printable Holiday Card, Watercolor Christmas Card, NewYear Printable Card, Digital Card 4x6"" and 5x7""",3.5,USD,10,"postcard,post_card,christmas_card,printable_card,Watercolor_Christmas,watercolor_card,christmas_wreath,new_year_card,merry_christmas,holiday_card,greeting_card,christmas_gift,happy_new_year",,https://i.etsystatic.com/6852489/r/il/c35f0c/2709186406/il_fullxfull.2709186406_xitk.jpg,https://i.etsystatic.com/6852489/r/il/a4000d/2756917335/il_fullxfull.2756917335_ko37.jpg,,,,,,,,,,,,,,,
"Cards - 4x6"" and 5x7"" - Digital Collage Layered Template - (T003)","Make your own collage with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for 4x6"" and 5x7"" cards - vertical and horizontal orientation 
suitable for invitations and thank you cards
300dpi resolution
Sheet size 8.5""x11""

YOU WILL RECEIVE
Collage Template .psd
Collage Template .tif
Collage Template .png

All files will be in a folder in .zip format
(please contact me if you haven't program to open zip folders)

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,8,"photoshop,gimp,digital,template,do_it_yourself,collage,png,psd,photo,birthday,thank_you,invitation,MICROSOFT_WORD",,https://i.etsystatic.com/6852489/r/il/08ac28/328374391/il_fullxfull.328374391.jpg,https://i.etsystatic.com/6852489/r/il/0b3051/1866316094/il_fullxfull.1866316094_rbu1.jpg,,,,,,,,,,,,,,,
"Construction Digital Clipart - 60 files - Scrapbooking Elements - Instant Download (SET3)","These elements will come in handy in any creative project like scrapbooking, invitations, announcements, and party favors, stationary, paper crafts and art. Ready for immediate digital and print use!

Construction Digital Clipart Pack contains 60 construction work themed elements. Files are in 300dpi PNG format. Works with graphics programs such as Photoshop, Photoshop Elements, GIMP. etc.
All files will be in a folder in .zip format

~LICENSE~
You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

~MATCHING PAPER~
https://www.etsy.com/listing/513625020

~INSTANT DOWNLOAD~
After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",4,USD,9,"photoshop,gimp,digital,do_it_yourself,party_favor,photo,birthday,construction,Digital_Scrapbook,Printable_Paper,Truck,clipart,Work_Zone",,https://i.etsystatic.com/6852489/r/il/a09856/1189620552/il_fullxfull.1189620552_7b74.jpg,https://i.etsystatic.com/6852489/r/il/2021be/1189620578/il_fullxfull.1189620578_rd9i.jpg,https://i.etsystatic.com/6852489/r/il/95eb4e/1189620586/il_fullxfull.1189620586_eyth.jpg,https://i.etsystatic.com/6852489/r/il/35d947/1189620564/il_fullxfull.1189620564_72sc.jpg,https://i.etsystatic.com/6852489/r/il/fbc39d/1189620556/il_fullxfull.1189620556_jyuz.jpg,,,,,,,,,,,,
"Carnival Tickets - Digital Collage Sheet Layered Template - (T016)","Make your own collage sheets with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Carnival Tickets - 1x2""
300dpi resolution
Sheet size 8.5""x11""

YOU WILL RECEIVE
Collage Sheet Template .psd
Collage Sheet Template .tif
Collage Sheet Template .png
All files will be in a folder in .zip format

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,10,"photoshop,digital,template,layered,collage,png,psd,do_it_yourself,party,scrapbooking,carnival_ticket,tag,MICROSOFT_WORD",,https://i.etsystatic.com/6852489/r/il/2326d5/328515462/il_fullxfull.328515462.jpg,,,,,,,,,,,,,,,,
"Ticket Invitations - Digital Collage Layered Template - (T005)","Make your own collage with this Layered Template! Easy to use - just add your images, resize and adjust, change your text, - and it's ready!

This template is for Ticket Invitations - 2x6""
300dpi resolution
Sheet size 8.5""x11""

YOU WILL RECEIVE
- Collage Template .psd
- Collage Template .tif
- Collage Template .png

All files will be in a folder in .zip format

YOU DON'T NEED ONLY PHOTOSHOP
Files are in three variants - png, psd and tif,
You can check these links to find program you may have
www.fileinfo.com/extension/psd
www.fileinfo.com/extension/png
www.fileinfo.com/extension/tif

.PNG FILES ARE COMPATIBLE WITH MICROSOFT WORD
or any photo editing program that use .PNG files

You may use this template to create collage sheets for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",2,USD,18,"photoshop,digital,template,layered,do_it_yourself,collage,png,psd,photo,birthday,ticket,invitation,MICROSOFT_WORD",,https://i.etsystatic.com/6852489/r/il/6935a4/328376239/il_fullxfull.328376239.jpg,,,,,,,,,,,,,,,,
"Printable Floral Gift Certificate - 3 sizes - INSTANT DOWNLOAD","Printable Floral Gift Certificate - INSTANT DOWNLOAD
Perfect to promote your direct sales business. Feminine and trendy watercolor flower design.
300dpi resolution

Sizes
9"" x 4"" - fits envelope #10
8.5"" x 3.5"" - fits envelope #9
7"" x 3"" - fits envelope #7 3/4 (Monarch)

Files are in JPG format, one image per file

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

PLEASE NOTE 
- This listing is for a digital file only and NOT for the actual printed products - YOU NEED TO PRINT IT YOURSELF
- Due to different monitor calibrations and printer setups, output colors may vary.
- Refunds cannot be provided after delivery of digital image due to the nature of the product.
- Our products are created for personal and business uses. You may not resell, redistribute or share these templates in whole or in part for any reason; claim these designs as your own; or sell any design digital or printed on any online store.

Please see the policies in the tab above

Thank you!",5,USD,10,"floral,gift_certificate,premade_certificate,gifts_for_her,marketing,consultant_sales,direct_sales,gift_card,printable_gift_card,gift_voucher,pop-up_boutique,business_gift_card,watercolor",,https://i.etsystatic.com/6852489/r/il/9e2abd/1490939588/il_fullxfull.1490939588_ab7f.jpg,https://i.etsystatic.com/6852489/r/il/4afbe8/1538422527/il_fullxfull.1538422527_6erp.jpg,,,,,,,,,,,,,,,
"2021 Printable calendar 5""x7"", Monthly calendar digital download, Desk calendar, Scandi calendar, Monthly planner inserts, North nature","2021 Printable calendar 5""x7"", Monthly calendar digital download, Desk calendar, Scandi calendar, Monthly planner inserts, North nature 

--------------
FILE SIZES
--------------
5"" x 7""
Letter - 8.5"" x 11"" (5""x7"" with cut lines)

---------------
YOU WILL RECEIVE
---------------
in JPG format (300 dpi):
- 5""x7"" calendar - Sunday start
- 5""x7"" calendar - Monday start
- 5""x7"" calendar pages set on 8.5""x11"" sheet with cut lines - Sunday start
- 5""x7"" calendar pages set on 8.5""x11"" sheet with cut lines - Monday start
All files are in the ZIP folder

-------------------
PLEASE NOTE
-------------------
- You are purchasing a digital item; no physical goods will be delivered.
- Due to instant delivery all sales are final.
- These prints are for PERSONAL USE only; reselling or distribution is not permitted.

After purchasing the file, you will get a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",6.5,USD,10,"Desk_calendar,2021_calendar,printable_calendar,2021_gift_calendar,Scandi_calendar,2021_planner_inserts,2021_planner,monthly_calendar,nature_calendar,mini_calendar,botanical_calendar,digital_calendar,planner_printables",,https://i.etsystatic.com/6852489/r/il/86f6f0/2683451073/il_fullxfull.2683451073_bpdo.jpg,https://i.etsystatic.com/6852489/r/il/281117/2635789174/il_fullxfull.2635789174_5832.jpg,https://i.etsystatic.com/6852489/r/il/e35646/2635789248/il_fullxfull.2635789248_251i.jpg,https://i.etsystatic.com/6852489/r/il/bfd7a6/2683451241/il_fullxfull.2683451241_7idz.jpg,https://i.etsystatic.com/6852489/r/il/524bac/2683451313/il_fullxfull.2683451313_bp4c.jpg,https://i.etsystatic.com/6852489/r/il/140f79/2635789532/il_fullxfull.2635789532_sjua.jpg,,,,,,,,,,,
"2021 Monthly PSD Calendar template 5""x7"" - Horizontal - Fully editable (C10) - personal or commercial use","Printable 2021 Monthly calendar, Personalized calendar, Desk calendar template, 5x7 Photo pocket calendar
Fully editable PSD layered files
Sunday and Monday Start

It measures 5"" x 7""
Horizontal orientation
300 dpi high quality

YOU WILL RECEIVE
- 12 monthly PSD layered files for Sunday and Monday Start
- 3 PSD layered file - covers
! This is editable template, the font used is the most common Times New Roman

You can check these links to find program you may have
www.fileinfo.com/extension/psd

You may use this template to create collages for sale for Commercial or Personal Use, but you may not sell this template, or use this template to create another template for sale.

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

Thank you!",5,USD,8,"calendar,wedding,wall_calendar,editable_calendar,Desk_calendar,Personalized,calendar_template,2021_calendar,printable_calendar,2021_gift_calendar,2021_diy_calendar,2021_psd_calendar",,https://i.etsystatic.com/6852489/r/il/671ddc/2335731706/il_fullxfull.2335731706_k1qs.jpg,https://i.etsystatic.com/6852489/r/il/cb2048/2383322687/il_fullxfull.2383322687_rxmi.jpg,https://i.etsystatic.com/6852489/r/il/2d9176/2335731746/il_fullxfull.2335731746_p3w9.jpg,https://i.etsystatic.com/6852489/r/il/09e48d/2335731794/il_fullxfull.2335731794_5r7z.jpg,https://i.etsystatic.com/6852489/r/il/4bbcc4/2335731838/il_fullxfull.2335731838_c53n.jpg,,,,,,,,,,,,
"Printable Eucalyptus Floral Gift Certificate - 2 designs - 3 sizes","Printable Eucalyptus Floral Gift Certificate - INSTANT DOWNLOAD
Perfect to promote your direct sales business. Hand painted watercolor eucalyptus branches designs.
300dpi resolution

2 Designs

Sizes
9"" x 4"" - fits envelope #10
8.5"" x 3.5"" - fits envelope #9
7"" x 3"" - fits envelope #7 3/4 (Monarch)

Files are in JPG format, one image per file

After purchasing the file, you will see a link to the Downloads page. You can download all the files associated with your order. Downloads are available once your payment is confirmed.

PLEASE NOTE 
- This listing is for a digital file only and NOT for the actual printed products - YOU NEED TO PRINT IT YOURSELF
- Due to different monitor calibrations and printer setups, output colors may vary.
- Refunds cannot be provided after delivery of digital image due to the nature of the product.
- Our products are created for personal and business uses. You may not resell, redistribute or share these templates in whole or in part for any reason; claim these designs as your own; or sell any design digital or printed on any online store.

Please see the policies in the tab above

Thank you!",5,USD,10,"floral,gift_certificate,premade_certificate,gifts_for_her,marketing,consultant_sales,direct_sales,gift_card,printable_gift_card,gift_voucher,pop-up_boutique,business_gift_card,watercolor",,https://i.etsystatic.com/6852489/r/il/3b88c6/1583764357/il_fullxfull.1583764357_3opb.jpg,https://i.etsystatic.com/6852489/r/il/870640/1536300070/il_fullxfull.1536300070_iewx.jpg,https://i.etsystatic.com/6852489/r/il/bd98cc/1536300092/il_fullxfull.1536300092_ng7n.jpg,,,,,,,,,,,,,,
"Plants vs Zombies Mini Candy Bar Wrappers Printable","digital collage sheet
300 dpi high quality
Sheet size - 8.5""x11""
12 wrappers on each sheet

FILES ARE AVAILABLE RIGHT AFTER PAYMENT

YOU WILL GET 
- 1 jpg file with 12 zombie' wrappers
- 1 jpg file with 12 plants' wrappers
- 1 PDF with both files

For best results print on bright-white paper of 80  110 lb

PLEASE NOTE 
- This listing is for a digital file only and NOT for the actual printed products - YOU NEED TO PRINT IT YOURSELF
- Due to different monitor calibrations and printer setups, output colors may vary.
- Refunds cannot be provided after delivery of digital image due to the nature of the product.

COPYRIGHT NOTICE
All copyrights and trademarks of the character images used belong to their respective owners and are NOT being sold. This listing is for the time and effort used to create and personalize your item, I do not claim ownership over the characters used in my designs. 

Please DO NOT share this file with others or sell as is or as part of a digital collage sheet.

Thank you",2,USD,10,"Plants_vs_Zombies,Zombie,plants,pvz,party_favor,Hersey,Candy_Wrappers,Mini_Candy_Bar,Zombie_party",,https://i.etsystatic.com/6852489/r/il/73fd14/1304403299/il_fullxfull.1304403299_pah9.jpg,https://i.etsystatic.com/6852489/r/il/43ae0c/1304403361/il_fullxfull.1304403361_dny1.jpg,https://i.etsystatic.com/6852489/r/il/9deab8/1257165592/il_fullxfull.1257165592_mu15.jpg,,,,,,,,,,,,,,
